City,Hotel Name,Reviewer Name,Reviewer Nationality,Duration,Check-in Date,Travel Type,Room Type,Review Date,Positive Review,Negative Review
Pickalbatros White Beach Resort - Hurghada (Resort) (Egypt) deals,Pickalbatros White Beach Resort - Hurghada,Hakan,Turkey,5 nights · ,February 2025,Couple,Deluxe Room,Reviewed: 6 February 2025,"White Beach hotel stands out with its exceptionally friendly staff, delicious food, and excellent facilities. If you’re into diving, I highly recommend their diving center. We booked several diving tours with them and were impressed by their professional instructors, high-quality equipment, and welcoming approach. Most of all we will remember our waiter in the Italian restaurant and Hisham the smiling animator.",No Negative Feedback
Pickalbatros White Beach Resort - Hurghada (Resort) (Egypt) deals,Pickalbatros White Beach Resort - Hurghada,Marwa,Egypt,3 nights · ,February 2025,Family,Special Offer - Deluxe Double Room - Egyptians and Residents Only,Reviewed: 3 February 2025,Friendly atmosphere perfect for kids,Honestly all good
Pickalbatros White Beach Resort - Hurghada (Resort) (Egypt) deals,Pickalbatros White Beach Resort - Hurghada,Riad,United States,4 nights · ,February 2025,Family,Deluxe Room,Reviewed: 3 February 2025,The service,Diving place
Pickalbatros White Beach Resort - Hurghada (Resort) (Egypt) deals,Pickalbatros White Beach Resort - Hurghada,Wesley,Egypt,13 nights · ,February 2025,Couple,Honeymoon Room,Reviewed: 2 February 2025,We had a wonderful experience,Everything about the hotel it's magnificent
Pickalbatros White Beach Resort - Hurghada (Resort) (Egypt) deals,Pickalbatros White Beach Resort - Hurghada,Sünusi,Turkey,5 nights · ,February 2025,Family,Deluxe Single Room,Reviewed: 2 February 2025,"Location, close to airport
Nice and clean beach
Helpful people",Food could be better
Pickalbatros White Beach Resort - Hurghada (Resort) (Egypt) deals,Pickalbatros White Beach Resort - Hurghada,Oscar,Norway,7 nights · ,February 2025,Family,Deluxe Room with Side Sea View,Reviewed: 2 February 2025,"Great for families with kids. Lots of things to do, nice and clean. Beautiful beach. Heated pools. Friendly staff",N/a
Pickalbatros White Beach Resort - Hurghada (Resort) (Egypt) deals,Pickalbatros White Beach Resort - Hurghada,Riad,United States,3 nights · ,February 2025,Family,Deluxe Room,Reviewed: 2 February 2025,The service,All was good
Pickalbatros Aqua Vista Resort - Hurghada (Resort) (Egypt) deals,Pickalbatros Aqua Vista Resort - Hurghada,Feras,Netherlands,9 nights · ,August 2023,Family,Deluxe Double Room with Pool View,Reviewed: 23 August 2023,"I liked everything no objection at all. Mr Hussain was wonderful. I have had a lot of help from him.
He is professional to make the guests happy. 
A lot of swimming pools . The food was delicious and they are very generous .
Everything really was great. For sure, it will not be the last time to be here again.",No Negative Feedback
Pickalbatros Aqua Vista Resort - Hurghada (Resort) (Egypt) deals,Pickalbatros Aqua Vista Resort - Hurghada,Esraa,United Kingdom,6 nights · ,December 2024,Family,Standard Double Room,Reviewed: 8 February 2025,There’s a 50m pool for additional charge that is fantastic ! Great gym as well! Staff is super nice!!,No Negative Feedback
Pickalbatros Aqua Vista Resort - Hurghada (Resort) (Egypt) deals,Pickalbatros Aqua Vista Resort - Hurghada,Life,Turkey,6 nights · ,January 2025,Family,Deluxe Triple Room,Reviewed: 6 February 2025,"The hotel was very nice. Our 12 and 16 year old children had a great time at the hotel we stayed in as a family. We booked a reservation at the fish restrant in the evening, very delicious and free.We lost our belongings immediately they found very interested and honest ones. The morning sports event was very good. There are no photos, but fitness salon, Olympic pool tennis courts are very high quality.",It's not nice to not use the hotel on the beach while using the beachfront hotel
Pickalbatros Aqua Vista Resort - Hurghada (Resort) (Egypt) deals,Pickalbatros Aqua Vista Resort - Hurghada,Lamees,United Kingdom,5 nights · ,February 2025,Family,Deluxe Double Room with Pool View,Reviewed: 5 February 2025,All staff were friendly and helpful,No Negative Feedback
Pickalbatros Aqua Vista Resort - Hurghada (Resort) (Egypt) deals,Pickalbatros Aqua Vista Resort - Hurghada,Chao,China,2 nights · ,February 2025,Family,Deluxe Triple Room,Reviewed: 4 February 2025,Swimming pool and the beach definitely,"No, do not find unstable things."
Pickalbatros Aqua Vista Resort - Hurghada (Resort) (Egypt) deals,Pickalbatros Aqua Vista Resort - Hurghada,Sally,Egypt,3 nights · ,February 2025,Group,Special Offer - Family Room - Egyptians and Residents Only,Reviewed: 3 February 2025,Everything about the resort is perfect,None worth mentioning
Pickalbatros Aqua Vista Resort - Hurghada (Resort) (Egypt) deals,Pickalbatros Aqua Vista Resort - Hurghada,Ömer,Turkey,4 nights · ,January 2025,Group,Deluxe Double Room with Pool View,Reviewed: 3 February 2025,Everything,The food is too spicy.
Pickalbatros Aqua Vista Resort - Hurghada (Resort) (Egypt) deals,Pickalbatros Aqua Vista Resort - Hurghada,Bahar,Turkey,5 nights · ,February 2025,Family,Deluxe Double Room with Pool View,Reviewed: 3 February 2025,Lobo abdurrahman col yardimci oldu her set cok iyiydi,No Negative Feedback
Pickalbatros Aqua Vista Resort - Hurghada (Resort) (Egypt) deals,Pickalbatros Aqua Vista Resort - Hurghada,Burak,Turkey,6 nights · ,February 2025,Family,Standard Double Room,Reviewed: 2 February 2025,Dinner and all time food,Pool bars is can be better
Pickalbatros Aqua Vista Resort - Hurghada (Resort) (Egypt) deals,Pickalbatros Aqua Vista Resort - Hurghada,Fatih,Turkey,3 nights · ,February 2025,Family,Family Room,Reviewed: 1 February 2025,"Hesham at reception is best
He can solve any problem you face with
Hotel is clean and good service you can find
Highly recommended",Nothing i can say about dislike
Pickalbatros Jungle Aqua Park - Neverland Hurghada (Resort) (Egypt) deals,Pickalbatros Jungle Aqua Park - Neverland Hurghada,Jason,United Kingdom,2 nights · ,November 2024,Family,Superior Bungalow Pool View,Reviewed: 24 November 2024,This property was amazing from start to finish on arrival we was greeted by eslam gomaa on reception he showed exceptional customer service he started are holiday off with greatness what a magical place food drinks was amazing staff are very good best hotel in Egypt,Nothing
Pickalbatros Jungle Aqua Park - Neverland Hurghada (Resort) (Egypt) deals,Pickalbatros Jungle Aqua Park - Neverland Hurghada,Ahmed,Egypt,5 nights · ,February 2025,Family,Special Offer - Bungalow- Egyptians and Residents Only,Reviewed: 8 February 2025,"Excellent place from reception staff during check in till check out
All restuarants are good
Heated pools are good but need to be more
*Different types of food are exellent",Number of heated pools need to be more in winter
Pickalbatros Jungle Aqua Park - Neverland Hurghada (Resort) (Egypt) deals,Pickalbatros Jungle Aqua Park - Neverland Hurghada,Mostafa,Egypt,3 nights · ,February 2025,Family,Bungalow Room with Pool View,Reviewed: 7 February 2025,I. I would like to thank you for the good times. Specially Mr. Ahmed Tohamy (receiptionest) for good and more helpful in everything .,Little things .
Pickalbatros Jungle Aqua Park - Neverland Hurghada (Resort) (Egypt) deals,Pickalbatros Jungle Aqua Park - Neverland Hurghada,Hazem,United Arab Emirates,4 nights · ,February 2025,Family,Bungalow Triple Pool View (3 Adults + 1 Child),Reviewed: 4 February 2025,"Amazing facility 
Nothing. MIssed
Very cooperative staff
Really it deserve to visit again
Best and largest water park in middle East",Nothing
Pickalbatros Jungle Aqua Park - Neverland Hurghada (Resort) (Egypt) deals,Pickalbatros Jungle Aqua Park - Neverland Hurghada,Neil,United Kingdom,9 nights · ,January 2025,Family,Bungalow Room with Pool View,Reviewed: 4 February 2025,Great for kids plenty for them to enjoy,"Drinks were terrible
Food not brilliant 
No branded drinks they were bad"
Pickalbatros Jungle Aqua Park - Neverland Hurghada (Resort) (Egypt) deals,Pickalbatros Jungle Aqua Park - Neverland Hurghada,Junaid,United Kingdom,5 nights · ,February 2025,Family,Bungalow Pool View (2 Adults+ 2 Children),Reviewed: 2 February 2025,"Everything about this hotel was perfect. I have been to so many different countries and resorts this is by bar one of best ones especially if you have children. There is so much to do, you don’t need to leave the hotel. Also the staff are very friendly and helpful. If you’re going to Hurghada you definitely need to book this hotel. Food is also good and loads of variety.",Nothing
Pickalbatros Jungle Aqua Park - Neverland Hurghada (Resort) (Egypt) deals,Pickalbatros Jungle Aqua Park - Neverland Hurghada,Yousif,Sudan,3 nights · ,February 2025,Family,Bungalow Room with Pool View,Reviewed: 2 February 2025,"It's amazing perfect place for family real value of money ...
Many thanks for reception guy Mr. Ahmed Tohami",Everything is perfect
Pickalbatros Jungle Aqua Park - Neverland Hurghada (Resort) (Egypt) deals,Pickalbatros Jungle Aqua Park - Neverland Hurghada,Amr,Egypt,3 nights · ,February 2025,Family,Special Offer - Family Room (2 Adults + 2 Children) - Egyptians and Residents Only,Reviewed: 1 February 2025,"The aquapark
The dood
The staff
The facilities",N/A
Pickalbatros Jungle Aqua Park - Neverland Hurghada (Resort) (Egypt) deals,Pickalbatros Jungle Aqua Park - Neverland Hurghada,Reem,Egypt,3 nights · ,January 2025,Family,Bungalow Pool View (2 Adults+ 2 Children),Reviewed: 31 January 2025,Every thing is excellent,No thing
Pickalbatros Jungle Aqua Park - Neverland Hurghada (Resort) (Egypt) deals,Pickalbatros Jungle Aqua Park - Neverland Hurghada,Praveen,United Kingdom,5 nights · ,January 2025,Family,Superior Bungalow Pool View,Reviewed: 31 January 2025,Plenty of space and facilities to entertain family. Kids have plenty of rides. It’s clean and staff are friendly.quality variety of good quality foods. Pools everywhere no short of entertainment.,SPA - not up to the mark and everyone there asks you for extra tips in Dollar. Each visit they make you feel uncomfortable. Inflated prices in dollar.
"Marina Square Hostel (Hostel), Hurghada (Egypt) deals",Marina Square Hostel,Alejandro,Mexico,3 nights · ,October 2023,Solo traveller,Bed in 6-Bed Mixed Dormitory Room,Reviewed: 18 October 2023,Very cool hostel. The facilities are good and clean. Breakfast is great. You can book tours at the reception and the people working there go the extra mile to organize activities with all the guests. Big shout-out to Layla and Ibru for including and having fun with everyone.,No Negative Feedback
"Marina Square Hostel (Hostel), Hurghada (Egypt) deals",Marina Square Hostel,Siu,Hong Kong,1 night · ,February 2025,Solo traveller,Tent,Reviewed: 7 February 2025,"Wonderful hostel , Thanks for all of you 😍",No Negative Feedback
"Marina Square Hostel (Hostel), Hurghada (Egypt) deals",Marina Square Hostel,Matthias,Germany,1 night · ,February 2025,Solo traveller,Tent,Reviewed: 2 February 2025,Amazing hostel. No complaints. I recommend it.,No Negative Feedback
"Marina Square Hostel (Hostel), Hurghada (Egypt) deals",Marina Square Hostel,Jonas,Norway,3 nights · ,January 2025,Solo traveller,Bed in 6-Bed Mixed Dormitory Room,Reviewed: 2 February 2025,"Lovely people all together, clean hostel, and a pretty good, but simple breakfast. Best deal for hostel you will get in Hurghada. Had some lovely conversations with Matthew from the reception. 10/10 would recommend.","No cabinets to keep your things in the shared rooms, so have to keep the luggage on the floor in the open. Could be something to look into."
"Marina Square Hostel (Hostel), Hurghada (Egypt) deals",Marina Square Hostel,Juan,Chile,2 nights · ,January 2025,Solo traveller,Bed in 6-Bed Mixed Dormitory Room,Reviewed: 23 January 2025,I really like the staff of this hostel the people was very friendly and helpful especially Matthew,No Negative Feedback
"Marina Square Hostel (Hostel), Hurghada (Egypt) deals",Marina Square Hostel,Lucia,Italy,1 night · ,January 2025,Couple,Deluxe Double Room,Reviewed: 22 January 2025,"spacious rooms, free breakfast and very cheap","the room was spacious and it would have benefited from a little storage place, like a small closet or so. there was only a shelf and it was quite high, placed at 2m haigh, so not very handy for me to use"
"Marina Square Hostel (Hostel), Hurghada (Egypt) deals",Marina Square Hostel,Mariagrazia,Italy,2 nights · ,January 2025,Solo traveller,Bed in 6-Bed Mixed Dormitory Room,Reviewed: 21 January 2025,Very clean hostel in a perfect location close to Marina. Fixed prices tours available at the reception.,No Negative Feedback
"Marina Square Hostel (Hostel), Hurghada (Egypt) deals",Marina Square Hostel,Alvaro,Brazil,3 nights · ,January 2025,Couple,Double Room with Private Bathroom,Reviewed: 15 January 2025,"Very welcoming staff , they set a new year’s party for the guests that was super nice!",No Negative Feedback
"Marina Square Hostel (Hostel), Hurghada (Egypt) deals",Marina Square Hostel,Liz,France,2 nights · ,January 2025,Group,Deluxe Double or Twin Room with City View,Reviewed: 13 January 2025,"Located near the Marina and next to a good supermarket (gomla), nice staff (24/7), large rooms, large beds, good breakfast, hot drinkable water available at any time.",A lot of noise from the street until late at night (cars honking and very poor phonic isolation) ; sinks in the bathroom are leaking on the floor so it's kind of messy.
