City,Hotel Name,Reviewer Name,Reviewer Nationality,Duration,Check-in Date,Travel Type,Room Type,Review Date,Positive Review,Negative Review,Negative Review Translated,sentiment classification
Luxor,Aracan Eatabe Luxor Hotel,Helga,United Kingdom,1 night   ,October 2024,Family,Standard Double Room,Reviewed: 3 November 2024,aracan eatabe luxor hotel offers delightful retreat amidst historic grandeur luxor warmth efficiency staff set tone exceptional stay accommodating nature evident granting early check,,,-1
Luxor,Aracan Eatabe Luxor Hotel,Chris,United Kingdom,7 nights   ,February 2025,Couple,Standard Double Room,Reviewed: 7 February 2025,fabulous hotel spectacular views even exceptional staff could fault environment service location never met friendly happy staff customer services first class,needed longer savour ambiance,I needed longer to savour the ambiance,-1
Luxor,Aracan Eatabe Luxor Hotel,Vasileios,Greece,1 night   ,February 2025,Couple,Superior Double Room,Reviewed: 6 February 2025,good location nice view nile balcony room polite personnel,hotel old needs renovation room spacious however bathroom old rusty,"The hotel is old and needs renovation, the room was spacious however the bathroom was old and rusty.",-1
Luxor,Aracan Eatabe Luxor Hotel,Ana,Chile,3 nights   ,February 2025,Couple,Standard Double Room,Reviewed: 6 February 2025,everything staff kind resourceful breakfast buffet incredibly good rooms clean spacious views nile river valley background illuminated night pretty location perfect front waterfront cafes restaurants close karnak min walking luxor temples min walking mummification luxor museums min walking took tours agency lobby issues west bank hot air balloon abu simbel luggage storage service laundry service pool,loved place would stay food lobby restaurant could little better although serve good size portions staff nice feels like eating relative home,"We loved this place and would stay again, but the food at the lobby restaurant could be a little better, although they do serve good size portions and the staff is so nice that it feels like you’re eating at a relative’s home.",-1
Luxor,Aracan Eatabe Luxor Hotel,Xin,United States,2 nights   ,February 2025,Couple,Standard Double Room,Reviewed: 3 February 2025,next nile close luxor temple,negative feedback,No Negative Feedback,1
Luxor,Aracan Eatabe Luxor Hotel,H,United Kingdom,2 nights   ,January 2025,Couple,Standard Double Room,Reviewed: 3 February 2025,great location great view river nile breakfast okay could options especially meat options site seeing king valley entire day overall lovely stay appreciate free upgrade room view,negative feedback,No Negative Feedback,1
Luxor,Aracan Eatabe Luxor Hotel,Carola,United Kingdom,3 nights   ,January 2025,Couple,Standard Double Room,Reviewed: 30 January 2025,great location great view spacius clean room nice staff,heating got quite cold night well insulation windows lots noice outside breakfast lots food poor quality espersso charge,"No heating so we got quite cold at night as well as no insulation from the windows so lots of noice from outside
Breakfast lots of food but poor quality. Espersso only at charge.",-1
Luxor,Aracan Eatabe Luxor Hotel,Yantiss,Malaysia,1 night   ,December 2024,Family,Deluxe Double Room with Nile View,Reviewed: 29 January 2025,location,room outdated,the room is outdated,-1
Luxor,Aracan Eatabe Luxor Hotel,Gaurav,United Kingdom,2 nights   ,January 2025,Group,Deluxe Double Room with Nile View,Reviewed: 28 January 2025,amazing location staff good,food options great especially vegetarians,Food options weren't that great - especially for vegetarians,-1
Luxor,Aracan Eatabe Luxor Hotel,Emiko,Japan,3 nights   ,January 2025,Solo traveller,Deluxe Double Room with Nile View,Reviewed: 28 January 2025,hotel comfortable view nile early morning balloons veranda wonderful,nothing,nothing.,1
Luxor,Alexander Great Nile Cruise Nights Every Monday Luxor Nights Every Friday Aswan,Hesham,United States,4 nights   ,December 2024,Family,Suite with River View with Sightseeing,Reviewed: 28 December 2024,breakfast food delicious staff polite accommodating location accessible comfortable clean convenient environment would recommend nike cruise friends family,internet weak available time ship spa room needs fragranced soothing music background massage lady well experienced pleasant,The internet was very weak and not available most of the time on the ship. Spa room needs to be fragranced with some soothing music in the background but the Massage lady is well experienced and pleasant.,-1
Luxor,Alexander Great Nile Cruise Nights Every Monday Luxor Nights Every Friday Aswan,Brian,Kenya,3 nights   ,March 2024,Solo traveller,Suite with River View without Sightseeing,Reviewed: 29 March 2024,boat excellent happy staff value money,negative feedback,No Negative Feedback,1
Luxor,Alexander Great Nile Cruise Nights Every Monday Luxor Nights Every Friday Aswan,Marek,United States,4 nights   ,May 2023,Couple,Suite with Balcony with Sightseeing,Reviewed: 24 May 2023,unfortunately boat required unexpected repair company prior arrival managed put us different boat equal better quality set sail sonesta moon goddess fabulous,nothing comes main,Nothing that comes to the main,-1
Luxor,Alexander Great Nile Cruise Nights Every Monday Luxor Nights Every Friday Aswan,Jane,United Kingdom,4 nights   ,May 2023,Group,Suite with River View with Sightseeing,Reviewed: 13 May 2023,lovely clean ship helpful staff,food good breakfast could improved fresh fruit non alcoholic drink selection needs improved,"food was good but breakfast could be improved with more fresh fruit. 
non-alcoholic drink selection needs to be improved",-1
Luxor,Alexander Great Nile Cruise Nights Every Monday Luxor Nights Every Friday Aswan,Kirk,United States,3 nights   ,April 2023,Couple,Suite with Balcony with Sightseeing,Reviewed: 28 April 2023,booked nile cruise alexander due malfunctioning air conditioning michel seamlessly booked us moon goddess instead ship wonderful food good staff exemplary friendly assigned guide mr hamed master egyptologist took great care us knowledge encyclopedic encompassed egyptology political events spanning decades also good sense humor knew someone everywhere visited highly recommend excellent trip big thank michel mr hamed taking good care us,negative feedback,No Negative Feedback,1
Luxor,Alexander Great Nile Cruise Nights Every Monday Luxor Nights Every Friday Aswan,Jokiranta,Finland,4 nights   ,February 2023,Couple,Suite with Balcony with Sightseeing,Reviewed: 24 February 2023,great food kind flexible crew guide excellent knowledgeable,information itinerary cruise program sparse promised kept guided tours good,Information on the itinerary of the cruise program was sparse but all that was promised was kept and the guided tours were very good.,-1
Luxor,Alexander Great Nile Cruise Nights Every Monday Luxor Nights Every Friday Aswan,Arvind,India,3 nights   ,January 2023,Couple,Suite with River View with Sightseeing,Reviewed: 18 January 2023,best thing hospitality staffs specifically would like thank mr adel restaurant manager special personalized care chef sorry forgot name made us tasty vegetarian food board guide dr hameed caring person learned man explained archeological significance sights simplified way average room interiors comfort average acceptable old boat boat needs better furnishing,worst better update website well wiki available room even common areas poor,"Worst ( Better'update in website as well)
Wiki is not available in room. Even in common areas is was very poor.",-1
Luxor,Alexander Great Nile Cruise Nights Every Monday Luxor Nights Every Friday Aswan,寿出限無,Belgium,3 nights   ,January 2023,Couple,Suite with River View with Sightseeing,Reviewed: 17 January 2023,kindness staff crew members great peace board downriver nights cruise aswan luxor nearly never full roomy comfortable suites restaurant bar kind service private programs full service expert comprehensive tours aswan kom ombo edfu luxor west east bank dr hamed guide hassle one time envelope tipping check shared staff crew good wifi lobby lounge,unavoidable wake call visit temple edfu boat hurry esna lock get early lock queue somewhat limited breakfast lunch dinner menus limited nr passengers really allow full deployment kitchen capability menus variety,"The unavoidable wake-up call at 5:30 AM to visit the temple of Edfu, as for the boat to hurry to the Esna lock and get early in the lock queue.
Somewhat limited breakfast, lunch or dinner menus as the very limited nr of passengers did not really allow full deployment of the kitchen's capability & menus' variety.",-1
